name,mood,description,latitude,longitude,vehicle,rating,opening_hours
Birat Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.44644,81.95676,Walk/Taxi/Car,4.5,24 Hours
Mathillo Kotila,Calm,Popular calm tourist destination in Nepal.,29.47912,82.16829,Walk/Taxi/Car,4.5,24 Hours
Puchhar Base Camp,Adventure,Popular adventure tourist destination in Nepal.,28.69221,83.44165,Walk/Taxi/Car,4.5,24 Hours
Talitrekharka,Adventure,Popular adventure tourist destination in Nepal.,28.65566,83.44769,Walk/Taxi/Car,4.5,24 Hours
Phaparkhet,Calm,Popular calm tourist destination in Nepal.,28.37383,83.50178,Walk/Taxi/Car,4.5,24 Hours
Mathillo Siun,Calm,Popular calm tourist destination in Nepal.,27.85026,84.04753,Walk/Taxi/Car,4.5,24 Hours
Hille,Calm,Popular calm tourist destination in Nepal.,27.94596,85.21721,Walk/Taxi/Car,4.5,24 Hours
Mathillo Saini,Calm,Popular calm tourist destination in Nepal.,29.52813,80.42071,Walk/Taxi/Car,4.5,24 Hours
Mathillo Jhyangli,Calm,Popular calm tourist destination in Nepal.,27.79786,85.137,Walk/Taxi/Car,4.5,24 Hours
Mathillo Siudinigaun,Calm,Popular calm tourist destination in Nepal.,27.7885,85.2405,Walk/Taxi/Car,4.5,24 Hours
Phaparkhet,Calm,Popular calm tourist destination in Nepal.,27.92698,85.43183,Walk/Taxi/Car,4.5,24 Hours
Tilake,Calm,Popular calm tourist destination in Nepal.,27.98563,85.40272,Walk/Taxi/Car,4.5,24 Hours
Mathillo Paundi,Calm,Popular calm tourist destination in Nepal.,27.83539,85.37955,Walk/Taxi/Car,4.5,24 Hours
Mathillo Tame,Calm,Popular calm tourist destination in Nepal.,27.93589,85.3592,Walk/Taxi/Car,4.5,24 Hours
Uparkhuttetol,Calm,Popular calm tourist destination in Nepal.,27.97655,85.17868,Walk/Taxi/Car,4.5,24 Hours
Mathillo Andheri,Calm,Popular calm tourist destination in Nepal.,27.27908,86.53717,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bhadaure,Calm,Popular calm tourist destination in Nepal.,27.27154,86.61694,Walk/Taxi/Car,4.5,24 Hours
Mathillo Richuwa,Calm,Popular calm tourist destination in Nepal.,27.19043,86.46139,Walk/Taxi/Car,4.5,24 Hours
Mathillo Moli,Calm,Popular calm tourist destination in Nepal.,27.24347,86.54838,Walk/Taxi/Car,4.5,24 Hours
Mathillo Mad,Calm,Popular calm tourist destination in Nepal.,29.40618,80.34606,Walk/Taxi/Car,4.5,24 Hours
Hulakechaur,Calm,Popular calm tourist destination in Nepal.,27.3382,86.24369,Walk/Taxi/Car,4.5,24 Hours
Mathillo Baulaha,Calm,Popular calm tourist destination in Nepal.,27.27239,86.34332,Walk/Taxi/Car,4.5,24 Hours
Parkuta,Calm,Popular calm tourist destination in Nepal.,27.79388,83.84713,Walk/Taxi/Car,4.5,24 Hours
Mathillo chhap,Calm,Popular calm tourist destination in Nepal.,27.87231,83.77161,Walk/Taxi/Car,4.5,24 Hours
Mathillo Humin,Calm,Popular calm tourist destination in Nepal.,27.82297,83.6808,Walk/Taxi/Car,4.5,24 Hours
Mathillo Sarsiula,Calm,Popular calm tourist destination in Nepal.,27.13443,87.73206,Walk/Taxi/Car,4.5,24 Hours
Mathillogaun,Calm,Popular calm tourist destination in Nepal.,27.13996,87.7721,Walk/Taxi/Car,4.5,24 Hours
Mathillo Simra,Calm,Popular calm tourist destination in Nepal.,27.09536,87.639,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bhulke,Calm,Popular calm tourist destination in Nepal.,27.05943,87.58009,Walk/Taxi/Car,4.5,24 Hours
Parkoti,Calm,Popular calm tourist destination in Nepal.,29.45831,80.27899,Walk/Taxi/Car,4.5,24 Hours
Campus,Adventure,Popular adventure tourist destination in Nepal.,28.1605,83.64434,Walk/Taxi/Car,4.5,24 Hours
Mathillo Goradi,Calm,Popular calm tourist destination in Nepal.,28.06214,83.65498,Walk/Taxi/Car,4.5,24 Hours
Campus,Adventure,Popular adventure tourist destination in Nepal.,28.23219,83.67535,Walk/Taxi/Car,4.5,24 Hours
Cave,Happy,Popular happy tourist destination in Nepal.,28.22983,83.67596,Walk/Taxi/Car,4.5,24 Hours
Mathillo Seli,Calm,Popular calm tourist destination in Nepal.,29.48795,80.33569,Walk/Taxi/Car,4.5,24 Hours
Campus,Adventure,Popular adventure tourist destination in Nepal.,28.20669,83.73283,Walk/Taxi/Car,4.5,24 Hours
Mathillo Gijyang,Calm,Popular calm tourist destination in Nepal.,28.24938,83.71867,Walk/Taxi/Car,4.5,24 Hours
Mathillo Basti,Calm,Popular calm tourist destination in Nepal.,27.31625,84.65602,Walk/Taxi/Car,4.5,24 Hours
Gadhimai Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.06039,84.86439,Walk/Taxi/Car,4.5,24 Hours
Mathillo Sungure,Calm,Popular calm tourist destination in Nepal.,28.28056,83.08738,Walk/Taxi/Car,4.5,24 Hours
Mathillo Sihanla,Calm,Popular calm tourist destination in Nepal.,28.16679,83.01526,Walk/Taxi/Car,4.5,24 Hours
Mathillo Dhnda,Calm,Popular calm tourist destination in Nepal.,27.91124,82.815,Walk/Taxi/Car,4.5,24 Hours
Mathillo Malarani,Calm,Popular calm tourist destination in Nepal.,28.16137,82.66599,Walk/Taxi/Car,4.5,24 Hours
Mathillo  Bhegni,Calm,Popular calm tourist destination in Nepal.,28.32598,82.97817,Walk/Taxi/Car,4.5,24 Hours
Mathillo Gagal,Calm,Popular calm tourist destination in Nepal.,27.46069,85.9749,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bhadaure,Calm,Popular calm tourist destination in Nepal.,27.45669,85.98518,Walk/Taxi/Car,4.5,24 Hours
Mathillogaun,Calm,Popular calm tourist destination in Nepal.,27.40539,86.21075,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chankhu,Calm,Popular calm tourist destination in Nepal.,27.44997,86.04496,Walk/Taxi/Car,4.5,24 Hours
Mathillo Natila,Calm,Popular calm tourist destination in Nepal.,27.44563,86.06981,Walk/Taxi/Car,4.5,24 Hours
Mathillo Goganpani,Calm,Popular calm tourist destination in Nepal.,27.44615,85.95255,Walk/Taxi/Car,4.5,24 Hours
Mathillo Machabari,Calm,Popular calm tourist destination in Nepal.,27.34568,86.10947,Walk/Taxi/Car,4.5,24 Hours
Sotrekhani,Adventure,Popular adventure tourist destination in Nepal.,27.58849,86.29687,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khyaku,Calm,Popular calm tourist destination in Nepal.,27.20454,85.36512,Walk/Taxi/Car,4.5,24 Hours
Mathillo Okhadan,Calm,Popular calm tourist destination in Nepal.,29.46636,80.83743,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bhitriban,Calm,Popular calm tourist destination in Nepal.,28.45289,82.6896,Walk/Taxi/Car,4.5,24 Hours
Mathillo Majhing,Calm,Popular calm tourist destination in Nepal.,28.36804,82.68326,Walk/Taxi/Car,4.5,24 Hours
Mathillo Gapa,Calm,Popular calm tourist destination in Nepal.,28.36582,82.67492,Walk/Taxi/Car,4.5,24 Hours
Mathillo Dhanpokhara,Calm,Popular calm tourist destination in Nepal.,28.40779,82.66415,Walk/Taxi/Car,4.5,24 Hours
Mathillo Kewari,Calm,Popular calm tourist destination in Nepal.,28.48852,82.51087,Walk/Taxi/Car,4.5,24 Hours
Mathillo Righim,Calm,Popular calm tourist destination in Nepal.,28.36256,82.72827,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khonchyang,Calm,Popular calm tourist destination in Nepal.,28.32943,82.87567,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khonchyang,Calm,Popular calm tourist destination in Nepal.,28.32808,82.8716,Walk/Taxi/Car,4.5,24 Hours
Mathillo Sanchaur,Calm,Popular calm tourist destination in Nepal.,28.29627,82.73069,Walk/Taxi/Car,4.5,24 Hours
Mathillo Righim,Calm,Popular calm tourist destination in Nepal.,28.36335,82.71411,Walk/Taxi/Car,4.5,24 Hours
Mathillo Patle,Calm,Popular calm tourist destination in Nepal.,28.35857,82.46345,Walk/Taxi/Car,4.5,24 Hours
Kathille,Calm,Popular calm tourist destination in Nepal.,29.44261,80.66971,Walk/Taxi/Car,4.5,24 Hours
Mathillo Lapchan,Calm,Popular calm tourist destination in Nepal.,28.37484,82.53974,Walk/Taxi/Car,4.5,24 Hours
Mathillo Lapchan,Calm,Popular calm tourist destination in Nepal.,28.37855,82.53848,Walk/Taxi/Car,4.5,24 Hours
Mathillo Gairakhutti,Calm,Popular calm tourist destination in Nepal.,28.42493,82.64627,Walk/Taxi/Car,4.5,24 Hours
Mathillo Rangkot,Calm,Popular calm tourist destination in Nepal.,28.49634,82.54098,Walk/Taxi/Car,4.5,24 Hours
Barah Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.45011,82.72355,Walk/Taxi/Car,4.5,24 Hours
Mathillo Changling,Calm,Popular calm tourist destination in Nepal.,28.41796,82.61828,Walk/Taxi/Car,4.5,24 Hours
Mathillo Magma,Calm,Popular calm tourist destination in Nepal.,28.70824,82.44759,Walk/Taxi/Car,4.5,24 Hours
Mathillo Jyamire,Calm,Popular calm tourist destination in Nepal.,28.65361,82.41122,Walk/Taxi/Car,4.5,24 Hours
Mathillo Hampal,Calm,Popular calm tourist destination in Nepal.,28.54063,82.40528,Walk/Taxi/Car,4.5,24 Hours
Mathillo Loli,Calm,Popular calm tourist destination in Nepal.,29.23801,81.16677,Walk/Taxi/Car,4.5,24 Hours
Chetrekholagaun,Adventure,Popular adventure tourist destination in Nepal.,28.60199,82.51025,Walk/Taxi/Car,4.5,24 Hours
Mathillo Lasune,Calm,Popular calm tourist destination in Nepal.,28.59562,82.56281,Walk/Taxi/Car,4.5,24 Hours
Mathillo Amdanda,Calm,Popular calm tourist destination in Nepal.,28.6479,82.34462,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chhinga,Calm,Popular calm tourist destination in Nepal.,28.66539,82.48721,Walk/Taxi/Car,4.5,24 Hours
Tribhuwan Park,Calm,Popular calm tourist destination in Nepal.,27.70073,83.46982,Walk/Taxi/Car,4.5,24 Hours
Kaparkatti,Calm,Popular calm tourist destination in Nepal.,27.65671,83.37546,Walk/Taxi/Car,4.5,24 Hours
Mathillo Golakpur,Calm,Popular calm tourist destination in Nepal.,28.56449,82.24222,Walk/Taxi/Car,4.5,24 Hours
Mathillo Kanda,Calm,Popular calm tourist destination in Nepal.,28.59506,82.09824,Walk/Taxi/Car,4.5,24 Hours
Mathillo Syanla,Calm,Popular calm tourist destination in Nepal.,28.35375,82.12745,Walk/Taxi/Car,4.5,24 Hours
Mathillo Babarpur,Calm,Popular calm tourist destination in Nepal.,28.19395,82.09502,Walk/Taxi/Car,4.5,24 Hours
Mathillo Simalkuna,Calm,Popular calm tourist destination in Nepal.,28.19792,82.00844,Walk/Taxi/Car,4.5,24 Hours
Mathillo Syanla,Calm,Popular calm tourist destination in Nepal.,28.2571,82.15284,Walk/Taxi/Car,4.5,24 Hours
chillechaur,Calm,Popular calm tourist destination in Nepal.,28.43208,82.03374,Walk/Taxi/Car,4.5,24 Hours
Chillechaur,Calm,Popular calm tourist destination in Nepal.,28.44471,81.99484,Walk/Taxi/Car,4.5,24 Hours
Mathillo Salyano,Calm,Popular calm tourist destination in Nepal.,29.19188,81.261,Walk/Taxi/Car,4.5,24 Hours
Mathilla Makhula,Calm,Popular calm tourist destination in Nepal.,28.41064,82.2805,Walk/Taxi/Car,4.5,24 Hours
Mathillo Ranikot,Calm,Popular calm tourist destination in Nepal.,28.37452,82.14399,Walk/Taxi/Car,4.5,24 Hours
Mathillo Sailagamda,Calm,Popular calm tourist destination in Nepal.,28.38649,82.14286,Walk/Taxi/Car,4.5,24 Hours
Malika Devi Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.5606,81.39915,Walk/Taxi/Car,4.5,24 Hours
Mathillo Jyula,Calm,Popular calm tourist destination in Nepal.,28.46131,82.25755,Walk/Taxi/Car,4.5,24 Hours
Mathillo Childhale,Calm,Popular calm tourist destination in Nepal.,28.47671,82.31876,Walk/Taxi/Car,4.5,24 Hours
Mathillo Humbung,Calm,Popular calm tourist destination in Nepal.,27.2341,87.31052,Walk/Taxi/Car,4.5,24 Hours
Mathillo Tar,Calm,Popular calm tourist destination in Nepal.,27.32925,87.20195,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chewa,Calm,Popular calm tourist destination in Nepal.,27.40124,87.18523,Walk/Taxi/Car,4.5,24 Hours
Mathillo Malta,Calm,Popular calm tourist destination in Nepal.,27.4266,87.21165,Walk/Taxi/Car,4.5,24 Hours
Mathillo Pangtha,Calm,Popular calm tourist destination in Nepal.,27.42766,87.23968,Walk/Taxi/Car,4.5,24 Hours
Mathilla Dandagaun,Calm,Popular calm tourist destination in Nepal.,27.47472,87.24654,Walk/Taxi/Car,4.5,24 Hours
Mathillo Syabun,Calm,Popular calm tourist destination in Nepal.,27.37448,87.31279,Walk/Taxi/Car,4.5,24 Hours
Masta Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.65768,81.26862,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khorkatti,Calm,Popular calm tourist destination in Nepal.,26.98684,85.43317,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chisapani,Calm,Popular calm tourist destination in Nepal.,27.09881,85.71838,Walk/Taxi/Car,4.5,24 Hours
Phalake,Calm,Popular calm tourist destination in Nepal.,27.15111,85.75285,Walk/Taxi/Car,4.5,24 Hours
Mathillo Tikuliya,Calm,Popular calm tourist destination in Nepal.,27.02922,85.63878,Walk/Taxi/Car,4.5,24 Hours
Mathillo Damar,Calm,Popular calm tourist destination in Nepal.,27.06738,86.28469,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bhokteni,Calm,Popular calm tourist destination in Nepal.,27.33933,85.80746,Walk/Taxi/Car,4.5,24 Hours
Mathillokhorkhola,Calm,Popular calm tourist destination in Nepal.,27.08858,86.05703,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bore,Calm,Popular calm tourist destination in Nepal.,27.28634,85.9417,Walk/Taxi/Car,4.5,24 Hours
Mathillobesi,Calm,Popular calm tourist destination in Nepal.,27.31828,85.9864,Walk/Taxi/Car,4.5,24 Hours
Mathillogaun,Calm,Popular calm tourist destination in Nepal.,27.31275,85.95199,Walk/Taxi/Car,4.5,24 Hours
Mathillo Odare,Calm,Popular calm tourist destination in Nepal.,27.12012,86.27615,Walk/Taxi/Car,4.5,24 Hours
Mathillo Katle,Calm,Popular calm tourist destination in Nepal.,27.01928,86.32482,Walk/Taxi/Car,4.5,24 Hours
Mathillo Woida,Calm,Popular calm tourist destination in Nepal.,29.43697,81.03644,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chanaute,Calm,Popular calm tourist destination in Nepal.,27.18201,86.26649,Walk/Taxi/Car,4.5,24 Hours
Mathillo Sugare,Calm,Popular calm tourist destination in Nepal.,26.9809,86.32701,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bhulke,Calm,Popular calm tourist destination in Nepal.,27.11921,86.32863,Walk/Taxi/Car,4.5,24 Hours
Mathillo Deujor,Calm,Popular calm tourist destination in Nepal.,27.27686,85.78988,Walk/Taxi/Car,4.5,24 Hours
Mathillo Aincheli,Calm,Popular calm tourist destination in Nepal.,29.47039,81.14364,Walk/Taxi/Car,4.5,24 Hours
Mathillo Sokan,Calm,Popular calm tourist destination in Nepal.,27.28057,85.50544,Walk/Taxi/Car,4.5,24 Hours
Mathillo Ranibaas,Calm,Popular calm tourist destination in Nepal.,27.08133,86.01584,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chainpur,Calm,Popular calm tourist destination in Nepal.,27.36352,85.95277,Walk/Taxi/Car,4.5,24 Hours
Mathillo Ahale,Calm,Popular calm tourist destination in Nepal.,27.33037,85.75689,Walk/Taxi/Car,4.5,24 Hours
Mathillo Patringa,Calm,Popular calm tourist destination in Nepal.,26.98331,86.24414,Walk/Taxi/Car,4.5,24 Hours
Mathillo Dunde,Calm,Popular calm tourist destination in Nepal.,27.79729,85.61341,Walk/Taxi/Car,4.5,24 Hours
Mathillo Pyughar,Calm,Popular calm tourist destination in Nepal.,27.78919,85.61176,Walk/Taxi/Car,4.5,24 Hours
Mathillo Koreli,Calm,Popular calm tourist destination in Nepal.,29.5335,81.28016,Walk/Taxi/Car,4.5,24 Hours
Mathillo Isin,Calm,Popular calm tourist destination in Nepal.,27.90088,85.57918,Walk/Taxi/Car,4.5,24 Hours
Mathillogaun,Calm,Popular calm tourist destination in Nepal.,27.85177,85.53167,Walk/Taxi/Car,4.5,24 Hours
Mathillo Shobhapur,Calm,Popular calm tourist destination in Nepal.,26.77585,86.47268,Walk/Taxi/Car,4.5,24 Hours
Mathillo Mahajani,Calm,Popular calm tourist destination in Nepal.,26.86135,86.44971,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khutti,Calm,Popular calm tourist destination in Nepal.,26.85113,86.43455,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khesra,Calm,Popular calm tourist destination in Nepal.,26.79007,86.45578,Walk/Taxi/Car,4.5,24 Hours
Mathillo Tuka,Calm,Popular calm tourist destination in Nepal.,29.33312,81.21897,Walk/Taxi/Car,4.5,24 Hours
Mathillo Garma,Calm,Popular calm tourist destination in Nepal.,27.46213,86.5857,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bharauli,Calm,Popular calm tourist destination in Nepal.,26.77008,87.18872,Walk/Taxi/Car,4.5,24 Hours
Bindhabasini Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.83528,87.30202,Walk/Taxi/Car,4.5,24 Hours
Budhasubba Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.82193,87.29652,Walk/Taxi/Car,4.5,24 Hours
Dantakali Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.8189,87.2929,Walk/Taxi/Car,4.5,24 Hours
Koshi Tappu wildlife Camp,Adventure,Popular adventure tourist destination in Nepal.,26.69011,87.08644,Walk/Taxi/Car,4.5,24 Hours
Ramdhuni Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.69184,87.13662,Walk/Taxi/Car,4.5,24 Hours
Mathillo Tanti,Calm,Popular calm tourist destination in Nepal.,28.78841,81.38959,Walk/Taxi/Car,4.5,24 Hours
Mathillo Barainche,Calm,Popular calm tourist destination in Nepal.,28.81273,81.41692,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khamari,Calm,Popular calm tourist destination in Nepal.,28.83696,81.42589,Walk/Taxi/Car,4.5,24 Hours
Mathillo Dahathan,Calm,Popular calm tourist destination in Nepal.,28.82954,81.40841,Walk/Taxi/Car,4.5,24 Hours
Mathillo Kharapu,Calm,Popular calm tourist destination in Nepal.,28.86517,81.1587,Walk/Taxi/Car,4.5,24 Hours
Mathillo Kolte,Calm,Popular calm tourist destination in Nepal.,28.86819,81.4053,Walk/Taxi/Car,4.5,24 Hours
Mathillo Dhanbot,Calm,Popular calm tourist destination in Nepal.,28.86556,81.44749,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khajura,Calm,Popular calm tourist destination in Nepal.,28.38714,81.75332,Walk/Taxi/Car,4.5,24 Hours
Mathillo  Lamidanda,Calm,Popular calm tourist destination in Nepal.,28.40699,81.97382,Walk/Taxi/Car,4.5,24 Hours
Hille,Calm,Popular calm tourist destination in Nepal.,28.41579,81.95181,Walk/Taxi/Car,4.5,24 Hours
Hille,Calm,Popular calm tourist destination in Nepal.,28.41378,81.94648,Walk/Taxi/Car,4.5,24 Hours
Mathillo Leda,Calm,Popular calm tourist destination in Nepal.,28.636,81.74195,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bharleni,Calm,Popular calm tourist destination in Nepal.,28.49121,81.82793,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bhawar,Calm,Popular calm tourist destination in Nepal.,28.86514,81.30756,Walk/Taxi/Car,4.5,24 Hours
Mathillo Nahagaun (kada),Calm,Popular calm tourist destination in Nepal.,28.59638,81.89704,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khanigaun,Calm,Popular calm tourist destination in Nepal.,28.54581,81.87623,Walk/Taxi/Car,4.5,24 Hours
Mathillo Parseni,Calm,Popular calm tourist destination in Nepal.,28.54536,81.60653,Walk/Taxi/Car,4.5,24 Hours
Park Area,Calm,Popular calm tourist destination in Nepal.,28.58566,81.6223,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bharyang,Calm,Popular calm tourist destination in Nepal.,28.48243,81.57717,Walk/Taxi/Car,4.5,24 Hours
Mathillo Guranse,Calm,Popular calm tourist destination in Nepal.,28.47682,81.6016,Walk/Taxi/Car,4.5,24 Hours
Mathillo Ratmate,Calm,Popular calm tourist destination in Nepal.,28.46859,81.80712,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bharjuni,Calm,Popular calm tourist destination in Nepal.,28.6016,81.78779,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khanigaaun,Calm,Popular calm tourist destination in Nepal.,28.54566,81.86888,Walk/Taxi/Car,4.5,24 Hours
Mathillo Rahakul,Calm,Popular calm tourist destination in Nepal.,28.61102,81.87698,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bhalukholagaun,Calm,Popular calm tourist destination in Nepal.,28.40681,81.90959,Walk/Taxi/Car,4.5,24 Hours
Chille,Calm,Popular calm tourist destination in Nepal.,28.56776,81.72369,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chhahare,Calm,Popular calm tourist destination in Nepal.,28.07152,83.77042,Walk/Taxi/Car,4.5,24 Hours
Mathillo Kudule,Calm,Popular calm tourist destination in Nepal.,28.17327,83.90615,Walk/Taxi/Car,4.5,24 Hours
Mathillo Tapke,Calm,Popular calm tourist destination in Nepal.,27.94269,83.81608,Walk/Taxi/Car,4.5,24 Hours
Mathillo Dugun,Calm,Popular calm tourist destination in Nepal.,29.56996,81.44844,Walk/Taxi/Car,4.5,24 Hours
Sivalaya Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.8951,83.78871,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bajhadi,Calm,Popular calm tourist destination in Nepal.,27.91561,83.6549,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chyare,Calm,Popular calm tourist destination in Nepal.,27.97526,83.84646,Walk/Taxi/Car,4.5,24 Hours
Mathillo Baleu,Calm,Popular calm tourist destination in Nepal.,27.98151,83.86872,Walk/Taxi/Car,4.5,24 Hours
Manakamana Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.99216,83.87179,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chitdada,Calm,Popular calm tourist destination in Nepal.,27.94277,83.73779,Walk/Taxi/Car,4.5,24 Hours
Mathillo Kapri,Calm,Popular calm tourist destination in Nepal.,29.34337,81.72143,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bharle,Calm,Popular calm tourist destination in Nepal.,28.01547,83.63418,Walk/Taxi/Car,4.5,24 Hours
Mathillo Salyan,Calm,Popular calm tourist destination in Nepal.,27.99192,83.62853,Walk/Taxi/Car,4.5,24 Hours
Chandisthan Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.10398,83.83272,Walk/Taxi/Car,4.5,24 Hours
Phaparkhet,Calm,Popular calm tourist destination in Nepal.,28.14198,83.85758,Walk/Taxi/Car,4.5,24 Hours
Kalika Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.01856,83.76487,Walk/Taxi/Car,4.5,24 Hours
Mathillo Chiuri,Calm,Popular calm tourist destination in Nepal.,27.96796,83.71231,Walk/Taxi/Car,4.5,24 Hours
Mathillo Pekhu,Calm,Popular calm tourist destination in Nepal.,28.00055,83.73666,Walk/Taxi/Car,4.5,24 Hours
Garhau Kalika Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.95683,83.77138,Walk/Taxi/Car,4.5,24 Hours
Mathillo Pitlek,Calm,Popular calm tourist destination in Nepal.,27.9801,83.81038,Walk/Taxi/Car,4.5,24 Hours
Mathillo Halthumka,Calm,Popular calm tourist destination in Nepal.,27.90578,84.38287,Walk/Taxi/Car,4.5,24 Hours
Waterfall,Happy,Popular happy tourist destination in Nepal.,27.82658,84.48268,Walk/Taxi/Car,4.5,24 Hours
Mathillo Jal Bhanjyang,Calm,Popular calm tourist destination in Nepal.,27.88997,84.4351,Walk/Taxi/Car,4.5,24 Hours
Bhote Camp,Adventure,Popular adventure tourist destination in Nepal.,28.05237,84.06955,Walk/Taxi/Car,4.5,24 Hours
Mustange Bhote Camp,Adventure,Popular adventure tourist destination in Nepal.,28.03498,84.07421,Walk/Taxi/Car,4.5,24 Hours
Chillechaur,Calm,Popular calm tourist destination in Nepal.,28.03958,84.08376,Walk/Taxi/Car,4.5,24 Hours
Mathillo Putgaun,Calm,Popular calm tourist destination in Nepal.,27.88013,84.00611,Walk/Taxi/Car,4.5,24 Hours
Hulake Nahala,Calm,Popular calm tourist destination in Nepal.,27.97061,84.39138,Walk/Taxi/Car,4.5,24 Hours
Bhanu Memorial Park,Calm,Popular calm tourist destination in Nepal.,27.98588,84.30834,Walk/Taxi/Car,4.5,24 Hours
Mathillo Gundadi,Calm,Popular calm tourist destination in Nepal.,27.97958,84.20721,Walk/Taxi/Car,4.5,24 Hours
Mathillo Setan,Calm,Popular calm tourist destination in Nepal.,27.92522,84.24351,Walk/Taxi/Car,4.5,24 Hours
Mathillo Setang,Calm,Popular calm tourist destination in Nepal.,27.92319,84.25254,Walk/Taxi/Car,4.5,24 Hours
Parkuna,Calm,Popular calm tourist destination in Nepal.,27.93816,84.37113,Walk/Taxi/Car,4.5,24 Hours
Mathillo Galam,Calm,Popular calm tourist destination in Nepal.,28.05909,84.24464,Walk/Taxi/Car,4.5,24 Hours
Mathillo Umse,Calm,Popular calm tourist destination in Nepal.,27.88232,84.09883,Walk/Taxi/Car,4.5,24 Hours
Byas Cave,Happy,Popular happy tourist destination in Nepal.,27.97133,84.26883,Walk/Taxi/Car,4.5,24 Hours
Rest Camp,Adventure,Popular adventure tourist destination in Nepal.,27.78676,88.11915,Walk/Taxi/Car,4.5,24 Hours
Mathillo Korang,Calm,Popular calm tourist destination in Nepal.,27.08264,87.42293,Walk/Taxi/Car,4.5,24 Hours
Mathillo Hattikharka,Calm,Popular calm tourist destination in Nepal.,27.167,87.68191,Walk/Taxi/Car,4.5,24 Hours
Mathillogaun,Calm,Popular calm tourist destination in Nepal.,27.10651,87.414,Walk/Taxi/Car,4.5,24 Hours
Mathillo Ahale,Calm,Popular calm tourist destination in Nepal.,27.14155,87.59161,Walk/Taxi/Car,4.5,24 Hours
Mathillo Malbanse,Calm,Popular calm tourist destination in Nepal.,26.96237,86.68852,Walk/Taxi/Car,4.5,24 Hours
Mathillo Lamiduwali,Calm,Popular calm tourist destination in Nepal.,26.91386,86.45685,Walk/Taxi/Car,4.5,24 Hours
Mathillo Bagaha,Calm,Popular calm tourist destination in Nepal.,26.7795,86.65245,Walk/Taxi/Car,4.5,24 Hours
Mathillo Khairikhuti,Calm,Popular calm tourist destination in Nepal.,28.146,81.93189,Walk/Taxi/Car,4.5,24 Hours
Chilleta,Calm,Popular calm tourist destination in Nepal.,28.21728,81.65087,Walk/Taxi/Car,4.5,24 Hours
Mathillo Simalchaur,Calm,Popular calm tourist destination in Nepal.,27.2242,85.24205,Walk/Taxi/Car,4.5,24 Hours
Mathillo Yojana,Calm,Popular calm tourist destination in Nepal.,27.19309,85.20214,Walk/Taxi/Car,4.5,24 Hours
Mathillo Jyamire,Calm,Popular calm tourist destination in Nepal.,27.29945,85.12565,Walk/Taxi/Car,4.5,24 Hours
Mathillo Kapra,Calm,Popular calm tourist destination in Nepal.,28.93931,81.35051,Walk/Taxi/Car,4.5,24 Hours
